id,AC093001.1,MUCL1,ROCR,HMGCS2,CYP4Z2P,CLCA2,SOX10,CT83,LINC01152,HORMAD1,CYP4Z1,ROPN1B,SPINK8,TFAP2B,TDRD1,ADH1C,ROPN1,PRSS33,GABRP,SDR16C5,CEACAM5,DLX6,CPHL1P,TSPAN8,FOXA1,LEMD1,LINC02188,CCL21,LINC02487,FREM2,SLC6A15,LINC00993,LINC01956,IYD,CEACAM7,ENSG00000240800,ABCC12,MIA,LINC01198,CYP4F8,KLHDC7A,TMC5,ANKRD30A,ABCA12,OCA2,LRRC31,TFF3,HGD,AC096996.2,REEP6,ZIC1,AR,AGR2,TTC6,LRG1,SLC44A4,AC020907.1,SMIM31,C7,TPSB2,UGT8,FCN2,CNTNAP2,SPDEF,TMEM213,ZBTB8B,COL9A1,ENSG00000254967,ELF5,CAPN13,OXGR1,SHC4,DLX6-AS1,SIDT1,PRAME,SOX9-AS1,ZBTB16,LINC01224,CPA3,AC008268.1,TPSAB1,TTYH1,SPHKAP,KIRREL3-AS1,CCKBR,C9orf152,AC024940.2,RLBP1,FAM19A3,CA6,AP001783.1,AARD,FABP4,PLA2G2A,BCAS1,LRFN2,EPGN,SLCO4A1-AS1,PRR15,ART3,PLEKHG7,CTSG,AC005077.4,LINC02015,POU4F1,HDC,AL157387.1,AC011247.1,OGN,GABBR2,MUC16,ST6GALNAC1,RASGEF1C,SOX8,AC015712.4,NDUFB4P11,CRABP1,SEC14L4,MS4A2,SLC27A6,S100A1,TPSD1,KNDC1,SCRG1,MLPH,SELP,NCMAP,CHRM3,AL022334.1,PCDH8,FCER2,ZIC4,EN1,TFCP2L1,SFRP1,MMRN1,ABCA8,TCAM1P,VGLL1,PTX3,CST2,DLGAP1,AC022101.1,DSC3,PLEKHB1,TMPRSS5,SYTL5,ENSG00000232224,PLS3-AS1,PLA2G4F,CRHR1,MAPK4,CYP4B1,GFRA3,OR7E22P,EPHA7,ABCC8,KRT9,AC245884.9,BLK,NRTN,GTF2IP7,OPRK1,SLC7A2,C8orf46,SCUBE2,AC021683.2,LINC00862,SOX6,FBN3,KYNU,TMEM45B,AC098936.1,CMTM5,OR2B6,C4B,LINC00160,ATP1A2,AC022148.1,MFAP4,KRT83,CILP,LINC00518,LILRA4,LAMP5,LINC01122,CNR2,AC069148.1,DRAIC,CD19,FOXD3,KCNK5,IMPDH1P8,SFRP4,NRK,HRASLS2,EXTL1,CD177,SERPINB5,GFRA1,CXCL14,LINC00504,CYP4F22,MSX2,RPSAP69,LINC00839,WNK3,SCN2B,FOXD3-AS1,TSPAN1,LINC00092,CMA1,KERA,C9orf170,ENSG00000253701,C1QL4,SVOPL
SD2091,0.447,9.465,0,0.081,0.447,14.217,0.162,0,0,0.934,0.162,0.731,1.178,1.097,0.812,0.162,0,0,0.244,0,0,0.203,3.412,0.609,17.548,4.793,0,0.122,0,1.544,17.67,0,0.041,0.081,0,0,0,0.041,0,0,0,19.133,0,37.859,0.975,0.487,0.081,0.244,0,17.223,14.502,1.706,5.281,0.325,0.487,0.041,0.894,0,3.006,1.259,69.016,0.528,4.834,55.814,2.843,13.161,0,0.081,6.378,1.665,6.621,0.203,0.203,3.331,7.556,0.691,2.803,34.975,2.153,0.081,1.3,0.162,0.041,0,0.203,9.708,0.447,0,0.041,0.041,0.081,23.276,13.811,1.706,0.975,0,0.203,0.203,1.869,0.041,0,0.812,13.608,0.203,17.02,0.244,0,0.162,0.244,0.162,106.022,1.259,0.487,0.162,0,0.122,166.994,17.751,0,14.014,0.528,0,0,1.462,25.51,1.097,0,0.203,0.081,0.691,0,5.728,0.122,34.284,21.732,0.162,0.609,36.722,162.12,3.209,0,0.081,2.64,17.955,0.366,0.122,7.637,3.087,1.219,1.016,30.71,345.484,26.241,0.406,0.081,0.203,0.081,2.437,0.041,0,0.528,5.321,0.041,3.818,0.325,2.519,0,0,0.487,20.473,11.74,1.503,0.325,0,1.422,9.343,0.122,0.041,6.824,4.346,1.341,12.43,0,0.691,1.584,0.244,0,0.325,0,0.162,0.691,21.692,1.219,24.332,0.081,0.325,0.081,0.162,5.646,1.503,6.743,0.122,0.162,5.159,0.772,0.325,10.521,0.162,1.584,16.939,0,0.162,0.041,0.406,0,0.812,8.327
SD2125,1007.956,17235.499,0,526.984,73.747,80.74,0.176,0,0,0.176,51.946,0.118,108.182,239.987,14.808,4.525,0,0.118,0.94,240.868,10.577,0.059,148.787,43.426,166.181,0,0,41.839,0.059,0,0,0,0.176,7.757,1610.038,0,20.978,0.235,0,49.478,3.056,165.064,0.176,125.576,0.118,73.982,2.644,6.875,9.99,109.592,4.348,365.798,1.998,3.585,44.307,81.504,0.294,1.352,107.888,6.288,12.281,0.176,22.565,170,0,0,0.118,0.529,12.987,8.932,0,0.353,0,42.72,28.206,0.235,10.166,0.059,14.456,9.578,3.526,7.58,0,0,0,38.49,0.411,0.118,0.118,0.176,0,0.294,40.84,27.618,8.814,2.762,0.47,0,0.881,0.176,11.459,1.704,3.349,0.118,0.059,1.469,0.059,0.353,17.746,0.059,0.646,4.055,0,2.468,0,1.058,3.291,0.059,0.764,0.118,0.47,0.235,4.642,0.176,122.579,30.968,0.823,0.47,0,0,20.156,1.41,3.408,1.116,13.633,16.042,8.579,0.059,0.118,1.469,0.411,7.522,0.881,0.118,3.878,0.47,1.998,0.529,0,4.877,0.059,0.47,43.014,0.118,0.176,0.411,0.294,0,0.059,19.627,0.47,1.058,0.118,6.346,0.176,5.994,0.176,6.581,0.705,0,235.109,9.226,0,0,0.646,10.048,0.118,0.823,0.059,62.465,0.059,24.974,0,3.82,6.64,0.059,8.638,0,3.349,35.023,0,6.934,0.118,86.029,4.172,6.17,0.294,0.059,0.411,3.349,48.127,1.175,0.353,42.368,0.235,0.646,0.176,0.059,0.176,7.404,0.118,0.823,0.588,0.118,6.816,0,0.118
SD2130,1379.495,8933.45,0.092,412.903,85.68,1070.533,0.646,0,0.277,0,8.024,0.876,58.472,299.509,0.599,0.046,0.277,0.046,9.407,107.952,32.787,0.046,249.891,79.224,196.629,0,0.138,0.184,0,0.784,0,0,0.922,187.545,5.395,0,19.552,0.184,0.092,10.791,9.453,58.98,0,481.982,0.046,4.611,7.194,129.903,4.335,101.404,0,140.693,225.451,6.871,296.558,215.167,0,6.594,0.046,2.444,5.441,2.121,3.182,162.597,0.184,0,0.369,1.199,10.329,111.688,0,0.369,0.553,216.551,4.381,4.98,0.369,0.968,6.502,0.369,2.582,1.568,0,0,0,59.625,0.507,0,0,0,0,12.774,0.369,2.905,14.111,1.153,14.48,0.738,8.9,0.092,5.58,0.092,8.808,10.145,0,0.692,0,0.922,35.277,1.522,0.231,8.439,0.922,2.536,0.138,0.646,0.922,0.092,0.277,0.553,1.199,0,12.036,0.646,319.431,0.046,0.415,0.415,0,0.046,0,0,7.978,0.784,12.082,1.107,2.49,0.046,0.046,1.153,0.599,1.245,1.937,3.044,0.738,0.277,53.492,0.369,0,8.9,0.461,0.83,41.502,0,0.138,0.369,0.138,3.459,0.277,0.046,0.415,4.012,1.061,29.236,0.922,19.46,0.231,2.859,1.891,17.615,138.895,2.951,0,0.092,2.075,61.839,1.245,0.968,0.046,4.427,0.046,23.241,0,1.245,17.016,0.323,0.138,0.138,3.09,0.138,1.245,2.721,0.046,123.954,29.836,5.211,0.461,4.842,2.905,3.597,36.061,3.09,0,27.576,0.231,0.784,1.66,0.784,2.813,27.899,0,0.231,2.167,0.184,0,0,0.092
SD2132,1.127,10.096,0.09,241.309,8.068,106.547,0.225,0,0,0,30.152,0.27,22.31,283.45,1.713,2.028,0.135,0.045,155.314,0,0.315,0.09,1.532,5.363,205.162,7.031,0,2.885,0.045,4.282,0.901,5.814,0.992,3.47,4.597,6.941,0.09,0.045,1.082,0.586,23.211,28.485,25.871,31.324,0,0.631,6.039,5.454,0.045,24.879,14.783,20.462,3.651,13.071,2.885,59.268,0.406,0.18,3.651,2.479,7.482,1.848,0,162.12,0.18,0.09,2.614,0.09,34.659,25.059,1.803,0.406,0,39.888,40.564,6.445,0.135,5.363,8.023,0.315,3.2,2.704,0,0,0.09,32.451,0.496,0.045,0.451,0,0,101.815,4.237,2.885,44.53,0.27,0.496,0,2.975,1.262,0.631,1.577,4.868,14.513,1.803,0.225,5.228,0.676,5.454,2.118,1.487,0.225,0.315,0.27,0.18,0.045,131.426,0,0.135,2.659,40.744,0,0.045,0.18,135.888,1.713,0.541,1.983,0.496,0,0,5.318,17.533,6.13,115.967,1.172,1.307,1.623,21.634,3.966,0.631,0.225,0.856,1.082,26.727,0.361,0.901,2.028,3.155,1.352,0.225,5.949,17.352,0.09,1.397,0.541,0.361,0.496,0.045,0.135,0.27,2.118,0.18,2.118,1.397,4.101,0.045,3.741,5.634,42.862,69.815,16.045,0.451,0.045,0.451,8.293,1.082,0.135,4.011,20.192,1.848,34.254,0.225,0.496,3.786,0.992,0.135,0.225,2.749,0.496,0,2.524,0.045,56.338,7.842,7.166,2.524,0.721,9.555,0.631,44.936,3.966,0.18,3.696,1.037,3.29,2.299,0.045,0.09,65.578,0.406,0.811,0.09,0.766,0,0.27,3.831
SD2141,0.37,10.032,8.876,1.017,0.277,1.988,191.481,14.516,1.063,12.528,0.509,6.749,0.139,0.878,0.324,1.942,10.494,0.046,52.655,0.277,0,0.647,0.185,0.139,2.82,14.886,2.82,43.733,0.925,0.046,0,0.139,6.241,0.092,0.139,0.092,0,11.603,4.253,0,0.277,11.881,0.139,0.185,0.092,0,1.664,0.092,0,1.433,3.791,24.594,14.423,0.092,6.01,1.849,0.555,0,30.927,10.818,0.832,0,2.496,1.757,0.324,0.601,0.74,0.092,195.595,1.479,1.063,10.725,0.139,8.645,20.572,7.027,0.832,2.45,20.433,0.046,9.384,1.387,1.156,6.241,6.472,5.825,4.068,1.109,6.148,0,6.749,0.832,159.074,11.835,0.37,0,0,0.601,5.686,2.774,0.092,2.496,0.092,0.046,0,1.294,0.092,6.611,1.942,1.109,1.757,0.647,8.229,1.248,0.139,0.878,141.183,2.959,0.231,4.577,1.895,0.555,0.185,1.757,73.088,19.093,46.691,0.324,0.046,2.173,3.56,0.925,25.888,26.72,316.068,5.871,7.535,0.601,200.449,15.117,5.501,8.506,0,11.696,47.847,2.543,0.277,0.277,0.509,1.248,0.601,5.085,0.555,8.506,8.09,0.046,0,0.092,0,5.964,6.842,0,0.601,7.998,0.74,15.949,0,0.185,10.032,0,18.538,0.925,3.19,0.139,0.092,5.224,0,1.156,1.664,101.565,0.37,41.098,0.139,6.333,21.034,0.601,5.224,1.572,0.139,11.372,1.572,15.903,0.139,196.011,0.555,0.139,1.988,1.202,19.647,7.72,91.672,0.139,1.849,0.971,0.647,11.187,0.971,0.555,5.363,2.959,0.092,0.555,0.74,1.156,1.341,0.046,1.664
SD2181,323.575,577.908,0.243,103.559,147.367,111.59,1.947,0,0.061,0.061,1095.641,0.548,137.389,217.4,12.352,1.156,0.122,0,13.934,167.446,2.13,0,9.492,9.796,217.4,0,0,0.852,0,0,0,90.416,0.183,5.111,3.407,43.2,40.28,0.669,0.061,71.493,41.314,34.986,47.459,107.088,1.095,0.183,35.716,24.947,57.62,154.182,0.061,206.631,1692.533,11.5,1.034,127.653,0,8.579,2.251,66.078,0.548,1.399,48.25,119.439,0,0,0,1.278,15.576,18.74,0,1.217,0,18.862,0.061,0.061,11.743,0,103.559,8.762,45.391,1.947,0,0,0,12.899,0.183,0.061,0,0.061,0,1.399,3.346,0.487,25.738,1.217,0.73,0,63.827,0.304,3.164,3.103,33.039,0.365,0,9.37,12.291,0.852,30.24,0,0.365,0.974,0,6.693,0,0.243,0.913,0.061,6.145,0.426,2.19,3.894,0.365,0.426,545.965,3.833,0.791,0.426,0,0,0.061,0.061,5.294,3.772,9.066,5.111,2.13,0.365,1.886,0.73,0.669,0.487,0,4.928,1.704,0.243,0.304,4.381,0.061,8.701,0.852,2.677,1.339,0,0,0.304,3.225,0.061,0.243,0.183,0.669,7.241,5.902,27.502,0.608,77.517,0.122,0.669,2.069,0.061,103.011,95.649,0,0,0,22.452,1.339,0.426,0,17.706,0,73.988,0,12.108,30.727,0.122,0.122,0.061,5.659,0.183,0.061,1.947,0,283.6,47.764,25.859,1.825,231.577,4.928,12.96,80.194,6.876,1.643,29.753,0.061,0.426,1.156,5.233,0.548,46.547,0,0.852,3.59,0.304,0.365,0.243,0.061
SD2202,0.519,3.723,11.905,0.346,0.173,4.589,82.296,6.753,7.316,27.49,0.866,24.806,0,1.342,0.606,0.996,30.174,8.312,799.542,2.987,15.412,1.775,0.043,0.909,1.948,7.619,5.022,27.057,3.247,12.641,22.598,0.433,5.368,0.043,0,0.433,0.216,27.706,5.801,0.043,0.433,1.602,0.649,6.45,1.212,0.043,0.476,0.173,0,0.952,9.567,6.71,8.918,0.216,0.736,1.862,1.212,0,37.274,11.126,43.984,0,3.55,1.818,1.688,0.043,4.589,0.13,181.519,3.853,2.424,54.244,3.117,6.624,26.537,9.005,3.55,0.476,35.542,0.13,9.784,25.931,2.208,0.823,1.818,0.606,44.243,0.649,7.013,0.649,0.043,16.321,13.204,1.645,6.494,0.173,0.13,0.26,3.507,4.459,0.346,2.814,0.303,0.866,0.087,1.515,0.173,22.858,59.612,1.645,30.174,0.39,0.779,6.32,0.216,1.991,20.693,0.26,0.952,13.983,27.403,1.169,0.173,5.801,4.675,13.55,19.135,15.065,0.26,0.693,4.502,1.602,63.075,138.401,1171.066,9.74,11.818,0.866,27.403,99.526,0.563,5.888,0.087,144.419,117.102,11.083,0.303,0.216,0.043,0.346,4.632,3.593,0.736,3.074,2.035,1.039,0.606,0.736,0.736,7.1,0.693,0,0.346,22.468,15.282,15.455,0.736,0,10.779,8.918,14.806,7.922,0.476,0.823,0.043,5.238,0.476,0.476,0.043,59.525,1.255,140.046,0.26,3.16,48.01,0.693,3.983,0.39,0.043,7.143,2.165,42.425,0.606,214.204,1.948,0.173,7.403,3.117,223.382,1.602,517.544,0.519,0.996,1.991,0.952,21.646,1.818,2.078,2.597,16.667,1.385,0.649,2.857,0.26,0.649,0.476,1.472
SD2223,1847.587,11147.963,0,611.593,141.469,389.005,0.222,0,0.044,0.178,4.314,0.445,245.536,277.512,19.924,46.385,0,0.801,1.29,118.521,0.801,0.044,255.675,32.287,210.268,0,0,11.296,0,0,0,12.23,0.578,13.164,2.357,9.206,53.812,0.178,0,2.98,4.581,65.998,18.812,112.606,0.356,6.849,11.696,190.167,36.157,298.636,0,252.562,81.519,3.513,101.176,1.957,0.222,11.118,5.025,36.69,4.225,50.744,65.731,329.056,0,0.044,0,0.311,0.756,172.333,0.089,0,0.044,122.612,0.845,0.311,29.93,0.089,53.901,1.868,26.595,7.116,0,0,0.044,77.872,0.133,0.044,0.133,0,0,0.089,7.205,2.179,24.771,8.405,1.468,0,19.702,0.044,8.85,9.473,16.989,2.802,0.133,6.538,3.825,0.623,1.69,0,1.023,6.004,0.089,0.267,0,0,0.489,0,1.468,0.267,1.201,3.914,2.757,0.356,458.206,8.405,0.044,0.356,0,0.089,2.49,0,9.072,1.379,7.027,1.334,1.29,1.334,3.513,0.178,1.646,0.044,4.581,1.868,1.112,0.222,4.003,0.267,0,16.499,0.222,1.468,93.038,0.222,0,0,12.408,0,0.089,1.557,0.356,4.848,0.311,19.879,1.601,121.233,0.044,10.362,2.001,3.113,505.258,153.076,0.044,0,1.156,39.403,29.841,6.315,0.712,20.324,0.044,42.961,0.712,0.978,21.792,0.089,1.468,0.178,10.985,3.069,0,1.601,0.222,124.524,26.15,54.213,0.133,6.893,0.712,2.49,104.067,0,4.848,40.737,0,0.578,0.089,0.489,0.089,48.742,0.178,0.845,0.534,0.089,0.311,123.724,0.267
SD2244,0.397,3.006,36.577,1.361,0,3.062,96.292,9.357,2.098,14.518,0.057,62.947,0,3.913,0.17,2.212,32.211,31.19,430.195,3.629,0.057,1.418,0,0.624,2.665,1.191,0.227,50.641,0.454,1.077,18.033,0.737,17.183,0.113,0,0.454,0,14.291,0.51,0,0.34,1.815,0.34,0.454,23.931,0,1.588,0.34,0,0.964,10.661,8.676,3.176,0.227,2.042,4.026,3.289,0,44.46,19.281,16.616,0.057,0.113,1.985,3.856,4.026,11.966,0,146.366,0.794,2.382,38.449,1.134,4.083,32.948,7.826,0.397,11.058,46.842,0.17,14.064,159.523,0.284,0.113,0.624,2.042,32.835,0,0.907,3.629,0.624,139.164,87.729,19.565,0.964,0,0,0.284,1.077,14.177,0.17,24.385,0.057,0.057,0.454,3.629,0.113,22.287,27.22,1.361,31.757,0.397,2.268,180.392,0.34,2.609,5.331,0.907,0.284,1.701,48.089,1.474,0.113,26.313,7.089,16.729,7.145,58.58,0.681,0.681,2.042,0.851,170.978,146.196,376.378,10.888,13.383,4.65,50.641,36.351,0.851,14.234,0.17,133.04,77.691,17.126,0.397,0.454,0.397,0.17,6.181,7.656,0.227,4.593,0.51,4.31,0.227,2.949,8.053,1.645,6.011,0.284,2.438,14.461,16.502,10.831,0.17,0.34,10.718,13.667,11.228,2.438,0.227,10.208,0.454,13.837,0.057,1.077,1.928,95.441,3.743,78.599,0.227,2.438,5.954,8.45,0.907,1.191,0.113,2.042,0.057,26.54,0.284,125.214,0.34,0.567,16.899,0.454,364.299,3.403,84.497,0.17,1.248,0.51,0.794,8.223,2.438,1.191,1.021,3.232,5.104,10.378,0.397,0.454,0.227,0.567,6.975
SD2259,195.49,17520.116,0,329.317,32.807,251.738,0.054,0,0,0.054,34.973,0,140.757,184.608,49.157,55.653,0,0,0.487,405.705,23.983,0,19.435,67.238,616.678,0,0,3.627,0.108,0.812,0,3.032,0.108,2.653,98.638,3.411,15.375,0.271,0,24.524,2.978,66.589,11.369,202.311,0.054,70.162,7.633,30.75,13.805,275.18,0.054,238.15,139.403,9.257,75.955,36.434,1.299,0,1.841,4.981,1.841,15.808,61.446,356.386,0.162,0,0,1.083,3.952,50.835,4.71,0.325,0.108,54.679,55.924,2.274,14.563,0,12.614,0.974,5.089,8.175,0,0,0,77.146,0.054,0,0,0,0,0.162,13.101,10.015,2.165,4.006,0.162,0.054,10.557,1.624,1.895,0.812,11.694,1.083,0,12.018,1.137,0.162,3.844,0,1.732,41.956,0,0.217,0,0,1.029,0,0.217,0.217,1.299,0.596,1.678,2.653,268.737,4.169,1.083,4.169,0.271,0,0.162,0,2.111,1.841,76.063,2.003,1.516,0.92,0.812,0.325,5.089,0.162,0.162,1.462,3.032,0.108,10.99,8.716,0,7.85,0.108,5.955,0.541,0.325,0,0.866,0.704,0.054,0.054,0.433,0.217,3.952,1.191,22.413,0.65,75.143,0,7.471,1.137,0.866,244.051,82.018,0.054,0,0.162,66.426,1.462,0.974,0.054,9.853,0,49.59,0.974,1.678,15.537,0.162,0.108,0.433,4.493,3.681,0,3.086,0,130.146,14.13,18.894,1.245,2.22,4.169,2.382,28.422,0.162,0.758,19.327,0.325,0.217,0.217,0.054,0,80.773,0.054,0.162,0.162,0.054,0.325,0.108,0.108
SD2265,226.352,685.005,0.754,9.474,6.65,220.668,1.737,0.351,0.368,0.439,1.965,0.158,2.439,132.608,57.952,8.597,1.105,0,65.655,8.018,39.407,0,7.702,5.65,131.923,1.14,0.035,33.091,0.193,0.053,0.07,38.863,0.123,38.845,1.176,27.494,0.456,0.737,0.018,0.368,16.563,40.337,178.155,43.583,0.175,2.948,80.375,16.703,1.579,27.441,0.018,74.883,213.632,20.633,7.895,16.229,0.368,1.491,146.96,4.404,1.088,1.246,16.229,69.953,0.088,0.228,0.158,0.333,4.509,10.948,0.772,9.492,0.316,45.337,5.527,3.404,2.474,0.105,7.404,2.474,4.334,1.456,0,0.158,0.105,20.177,1.509,0.018,0.333,0.649,0.035,24.949,39.389,11.282,10.878,0.561,3.614,0.105,12.562,0.281,0.123,1.035,7.246,4.965,0.035,2.527,29.652,0.614,59.058,1.228,0.526,1.088,0.211,1.088,0.07,0.053,178.629,0.053,0.456,2.035,3.263,0.07,6.685,3.211,177.471,32.441,0.877,1.965,0.281,0.018,1.719,0.035,2.421,7.527,43.284,19.51,30.336,0.983,0.509,2.772,3.404,0.597,0.053,15.773,13.633,0.263,6.264,0.404,0.035,3.825,0.526,0.07,4.948,0.333,0.175,2.263,1.842,0.07,0.053,3.649,0.246,3.369,0.877,94.973,1.755,16.896,0.193,1.333,2.649,0.404,24.599,15.019,0.053,0.105,0.526,4.509,1.333,4.65,0.175,39.582,0.333,95.798,0.123,3.474,28.09,0.088,3.386,0.561,1.333,6.334,1.158,4.913,0.123,145.574,18.581,6.58,3.614,0.912,39.442,136.011,106.711,9.439,2.386,11.966,0.649,0.386,1.755,0.754,1.597,113.501,0.123,0.404,0.947,0.193,0.491,0.877,0.07
SD2341,0,0.998,60.672,0,0,0,221.238,4.677,2.12,16.524,0,111.18,0.187,0.499,0,0,126.956,17.771,233.397,0.125,0,0,0.062,0.624,0.499,13.905,2.058,38.349,0,15.776,2.619,0.062,15.963,0.062,0,0,0.187,17.896,11.598,0,0.125,0.561,0,1.372,9.416,0,2.681,0.249,0,1.871,71.335,1.309,1.497,0,3.804,8.543,2.12,0,2.681,14.279,56.681,0,0.249,6.298,0.062,0.811,17.272,0,161.626,0,0.062,37.912,0,1.995,45.831,17.023,0.187,2.931,6.859,0,11.848,146.972,0,1.497,9.229,0.312,70.586,0.125,11.598,12.035,1.497,59.674,5.113,2.307,0.062,0,0,0.249,2.619,15.339,0.062,5.674,0.374,0,0.187,1.06,0,12.908,0.436,3.367,3.305,0.187,0.873,131.882,0.436,4.24,62.044,0.062,0,0.499,134.439,0.561,0.125,112.677,16.15,2.307,18.894,10.85,0.062,0,1.871,7.67,262.08,41.903,359.168,1.06,1.309,13.905,100.018,18.831,0.374,8.667,0,30.866,258.526,0.998,0,0.998,0.561,1.247,0.062,17.522,0,6.921,0.249,1.434,0.062,2.993,2.432,1.621,6.734,0,1.684,2.307,38.598,2.182,0.062,0.062,6.672,24.63,15.402,1.933,0,4.178,0.873,3.866,0,0,6.173,15.215,1.122,10.85,0.312,3.18,2.37,0.312,1.684,3.18,0.062,4.303,0.062,86.362,0.187,25.192,0,0.249,38.536,0.998,4.24,2.307,3.804,0.125,0.062,4.552,0.436,1.372,1.06,0.062,0.062,0.748,2.12,0.374,0,0.499,0.249,36.603,5.612
SD2345,0,0.844,32.866,0.053,0,0,193.764,24.794,2.057,0.369,0,10.392,0.106,2.374,0,0.053,13.347,9.707,86.358,0.053,0,2.954,0,0,1.266,0.422,1.108,0.633,71.851,0.211,0,0,11.553,0,0,0,0,33.393,2.796,0,0.106,0.158,0,0.528,4.695,0.158,0,0.317,0,3.534,0.369,1.108,1.108,0,0.211,0.633,1.688,0,0.369,0.317,33.499,0,0.106,18.2,1.477,11.184,0,0,19.73,0.791,0.317,30.65,0.475,1.899,241.612,16.723,0,2.638,0.211,0,0.053,16.828,1.952,3.798,0.053,1.161,15.035,0.844,5.908,219.825,2.321,34.606,0.58,0,0,0.211,0.317,0.211,0.211,10.603,0,0.158,0.317,0,0,0.053,0,17.672,5.434,33.129,5.275,0.158,0.95,96.539,1.108,3.798,42.045,2.321,0,2.849,4.379,0,0,73.539,0.95,1.688,11.817,106.773,0.211,0.317,0.158,0.053,207.955,32.813,623.232,0.317,0.475,3.798,3.218,7.438,0,48.797,0,9.074,86.411,0.739,0,1.846,0.791,1.161,67.683,26.641,0,0.317,0.739,48.059,0,0,0.739,0.053,7.649,0.317,4.115,0.791,110.941,2.638,0,0.106,5.064,0.106,13.505,0.739,0.211,1.635,1.846,1.846,0,0,1.319,3.534,0.844,2.268,0.211,1.53,2.901,1.583,0.158,1.319,0,0.264,2.901,172.135,0.317,22.684,0.158,0.475,75.385,0.158,31.23,0,16.776,0.106,0,0.897,1.319,22.79,5.223,0.053,5.75,1.477,25.322,0,0,2.796,0.106,3.376,0.317
